EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview
390,Riya,Iyer,Female,52,Single,Graduate,Supply Chain,R&D Scientist,Field Sales,07-01-2023,2,1,397,3,3,33,4,4,2,No,Always,103652,2,1,1,N/A,7,Yes,24,Chennai,Tamil Nadu,India,Rarely,12,11,Yes,Work-Life Balance,Yes,54,21-07-2025
391,Lagan,Anne,Femle,60,Marrid,High School,R&D,R&D Scientist,Technology,"Nov 22, 2011",14,12,,2,2,67,0,5,1,No,Never,97077,28,0,2,8,5,No,40,Thiruvananthapuram,Kerala,India,Always,0,15,Yes,,Yes,54,04-10-2021
392,Divyansh,Chatterjee,Other,23,Widowed,Graduate,Supply Chain,Content Writer,Technology,"Jun 06, 2009",16,14,,1,3,12,1,2,4,Yes,Sometimes,₹74367,9,3,2,7,10,Yes,41,Thiruvananthapuram,Kerala,India,Frequently,13,ten,No,Work-Life Balance,Yes,42,02-02-2011
393,Jiya,Barman,Femle,44,Single,Graduate,I.T,HR Manager,Technology,"Dec 25, 2010",15,15,450,2,3,51,5,0,4,No,Often,53329,10,1,1,N/A,18,No,23,Hyderabad,Telangana,India,Rarely,5,13,No,Better Pay,Yes,22,25-12-2024
394,Amira,Mann,Femle,23,Single,Graduate,Finance,Business Analyst,Technology,07-01-2010,15,13,,1,2,88,3,0,4,No,Often,₹22401,14,2,5,17,8,Yes,12,Coimbatore,Tamil Nadu,India,Rarely,15,ten,No,,No,20,30-12-2018
395,Abram,Sharaf,M,55,Single,High School,HR,Operations Executive,Corporate,26-06-2015,10,7,,4,6,56,5,5,2,Yes,Rarely,61360,2,1,3,11,18,Yes,23,Mysuru,Karnataka,India,Frequently,3,ten,Yes,Work-Life Balance,Yes,61,09-04-2025
396,Riaan,Ram,Female,22,Divorced,Postgraduate,Legal,Marketing Specialist,Technology,03-05-2012,13,10,,5,5,39,5,4,2,Yes,Rarely,₹59924,18,0,2,28,0,No,35,Mysuru,Karnataka,India,Frequently,2,ten,Yes,Career Growth,Yes,95,30-06-2017
397,Ela,Bhardwaj,Other,37,Divorced,Graduate,Supply Chain,QA Engineer,Field Sales,16-08-2016,9,7,113,3,6,90,3,1,2,Yes,Never,168879,6,0,1,25,6,No,2,Kanpur,Uttar Pradesh,India,Always,13,ten,No,Better Pay,No,72,14-03-2020
398,Advik,Deo,F,57,Marrid,Doctorate,Information Tech,Sales Executive,Field Sales,16-02-2011,14,14,155,1,3,21,1,3,3,Yes,Sometimes,₹83136,27,3,0,N/A,5,No,37,Udaipur,Rajasthan,India,Rarely,7,13,No,Career Growth,No,32,04-04-2016
399,Mamooty,Dara,Female,53,Married,Doctorate,Information Tech,Content Writer,Technology,10-11-2017,8,6,254,5,2,73,0,0,4,No,Sometimes,15784,9,3,2,N/A,11,Yes,27,Kolkata,West Bengal,India,Always,16,ten,Yes,Better Pay,No,93,05-10-2020
400,Saira,Venkatesh,F,56,Marrid,Doctorate,Product,DevOps Engineer,Corporate,10-01-2015,10,10,89,1,3,21,4,0,5,No,Often,146868,13,0,5,18,14,Yes,11,Mysuru,Karnataka,India,Frequently,19,ten,Yes,Work-Life Balance,Yes,76,18-01-2022
401,Charvi,Buch,Male,36,Marrid,High School,HR,Sales Executive,Technology,07-01-2020,5,2,415,5,1,2,5,3,5,No,Rarely,₹57072,16,3,3,5,7,No,25,Kolkata,West Bengal,India,Rarely,7,15,No,Career Growth,No,85,08-06-2022
402,Lagan,Bose,Female,21,Marrid,Postgraduate,I.T,Legal Associate,Corporate,18-05-2025,0,0,268,4,4,25,3,2,3,Yes,Sometimes,131852,1,3,2,N/A,0,No,45,Bengaluru,Karnataka,India,Rarely,9,ten,No,,No,66,07-06-2025
403,Manikya,Dara,Femle,12,Married,High School,Supply Chain,Data Scientist,Technology,16-08-2019,6,6,419,4,1,49,1,0,3,No,Often,162131,3,1,3,29,18,No,49,Surat,Gujarat,India,Always,10,14,Yes,,No,16,05-12-2019
404,Hazel,Kari,M,43,Widowed,Doctorate,Admin,DevOps Engineer,Corporate,02-02-2019,6,6,,4,3,7,4,1,2,No,Often,55574,23,1,3,3,8,Yes,26,Thiruvananthapuram,Kerala,India,Always,8,ten,No,Better Pay,No,11,04-08-2022
405,Madhup,Chawla,M,38,Married,Postgraduate,R&D,Content Writer,Technology,"Oct 31, 2019",6,3,,1,6,83,0,2,1,No,Never,₹70899,6,2,2,N/A,15,Yes,7,Jaipur,Rajasthan,India,Frequently,6,ten,No,Career Growth,Yes,23,12-12-2022
406,Saira,Karnik,F,23,Single,Postgraduate,Operations,Legal Associate,Corporate,18-11-2023,2,0,27,4,6,99,2,0,4,No,Sometimes,₹83188,29,1,2,29,12,Yes,13,Hyderabad,Telangana,India,Always,15,1,No,Better Pay,No,55,17-12-2023
407,Umang,Tank,M,21,Married,Doctorate,Supply Chain,Customer Support Rep,Field Sales,14-03-2014,11,9,537,4,3,59,4,4,5,Yes,Sometimes,₹34087,6,0,2,N/A,13,No,45,Kanpur,Uttar Pradesh,India,Rarely,4,ten,Yes,,No,46,21-11-2018
408,Mohanlal,Kadakia,Other,58,Married,Postgraduate,Operations,Project Manager,Corporate,14-07-2016,9,7,326,3,4,34,4,5,1,No,Rarely,₹79660,22,3,5,18,18,Yes,31,Hyderabad,Telangana,India,Rarely,11,1,Yes,Career Growth,No,17,04-04-2018
409,Miraan,Devan,Male,33,Widowed,Postgraduate,Operations,Project Manager,Technology,"Jun 24, 2021",4,2,296,4,4,68,1,0,4,Yes,Often,91844,17,3,3,N/A,10,No,38,New Delhi,Delhi,Sri Lanka,Always,16,1,No,Better Pay,Yes,35,07-01-2022
410,Jhanvi,Choudhry,Female,31,Single,Graduate,Quality Assurance,Sales Executive,Technology,"Oct 26, 2010",15,13,,3,6,67,3,0,3,Yes,Often,₹30980,21,2,1,N/A,13,No,39,Kolkata,West Bengal,India,Frequently,15,ten,Yes,Better Pay,No,76,16-09-2023
411,Raunak,Bhatia,Female,52,Married,Doctorate,Operations,Business Analyst,Technology,10-12-2017,8,5,251,3,5,9,1,3,2,Yes,Never,110485,0,0,2,N/A,6,No,46,New Delhi,Delhi,India,Rarely,2,ten,Yes,Better Pay,No,71,16-07-2024
412,Ojas,Kale,Femle,60,Marrid,Postgraduate,Sales,Marketing Specialist,Technology,"Jun 24, 2013",12,9,356,5,4,64,3,2,4,No,Never,₹54307,1,3,1,13,9,No,24,Lucknow,Uttar Pradesh,India,Frequently,18,ten,No,Better Pay,Yes,82,13-08-2022
413,Hansh,Bala,Other,20,Widowed,Postgraduate,Information Tech,QA Engineer,Technology,07-11-2017,8,5,358,2,3,38,2,1,2,No,Often,₹45516,25,0,3,N/A,6,Yes,3,Hyderabad,Telangana,India,Frequently,19,ten,Yes,,Yes,70,05-03-2020
414,Chirag,Butala,Other,25,Widowed,High School,Product,Business Analyst,Corporate,03-11-2023,2,0,232,4,5,22,3,2,1,Yes,Rarely,₹45625,30,0,5,26,5,Yes,4,Coimbatore,Tamil Nadu,India,Rarely,12,13,No,,Yes,23,15-10-2024
415,Kaira,Arya,F,47,Married,Doctorate,I.T,Marketing Specialist,Field Sales,"Feb 02, 2013",12,10,,2,2,65,5,1,1,Yes,Always,₹53428,7,3,2,22,4,Yes,4,Hyderabad,Telangana,India,Frequently,7,12,Yes,Career Growth,No,64,15-07-2014
416,Saksham,Agate,Female,27,Marrid,Graduate,I.T,Operations Executive,Corporate,25-10-2010,15,15,,2,6,91,1,0,4,Yes,Never,₹70091,26,1,5,9,11,Yes,43,Surat,Gujarat,India,Rarely,18,ten,Yes,Better Pay,No,34,12-03-2012
417,Rania,Shankar,Female,49,Widowed,High School,Quality Assurance,Software Engineer,Technology,28-09-2014,11,11,47,2,1,16,0,1,2,No,Often,36177,4,0,2,N/A,2,Yes,4,Ahmedabad,Gujarat,India,Always,18,ten,Yes,Work-Life Balance,Yes,93,04-10-2015
418,Mahika,Sangha,M,28,Divorced,Doctorate,Marketing,QA Engineer,Corporate,11-04-2018,7,5,404,1,6,73,3,0,2,Yes,Always,₹42139,3,2,5,2,1,Yes,23,New Delhi,Delhi,India,Frequently,18,ten,No,Career Growth,No,43,01-07-2024
419,Shanaya,Bhat,Male,75,Married,Graduate,Design,Project Manager,Corporate,19-06-2014,11,11,,3,6,50,5,2,3,No,Often,103324,7,0,3,24,14,No,32,Coimbatore,Tamil Nadu,India,Rarely,12,ten,Yes,,No,92,14-12-2024
420,Zaina,Chauhan,Other,31,Single,Postgraduate,HR,Sales Executive,Corporate,21-09-2011,14,11,189,4,2,4,4,3,4,Yes,Sometimes,₹90564,25,3,0,N/A,7,Yes,35,Siliguri,West Bengal,India,Frequently,10,ten,Yes,Better Pay,No,26,29-04-2025
421,Chirag,Shah,Other,52,Single,Postgraduate,I.T,Product Manager,Technology,08-06-2015,10,8,,5,5,54,0,1,5,No,Sometimes,₹43136,27,2,3,N/A,16,No,28,Mysuru,Karnataka,India,Frequently,0,7,No,Better Pay,Yes,71,30-10-2020
422,Drishya,Bhat,Female,25,Marrid,Graduate,Product,Sales Executive,Technology,"Jan 14, 2021",4,3,,1,6,99,5,4,1,Yes,Sometimes,₹68950,5,1,1,N/A,0,Yes,14,Noida,Uttar Pradesh,India,Always,3,ten,No,Career Growth,Yes,34,26-03-2021
423,Uthkarsh,Sundaram,Femle,31,Single,High School,Finance,Data Scientist,Field Sales,"May 02, 2013",12,11,,2,3,71,2,0,5,Yes,Sometimes,₹91901,21,0,0,N/A,11,Yes,8,Nagpur,Maharashtra,India,Rarely,11,ten,No,Career Growth,Yes,50,23-06-2020
424,Yuvraj ,Gulati,F,31,Single,Graduate,I.T,Sales Executive,Field Sales,19-09-2020,5,2,179,2,1,31,0,0,4,Yes,Sometimes,70665,3,1,1,N/A,6,No,9,Thiruvananthapuram,Kerala,India,Frequently,5,2,No,Work-Life Balance,Yes,10,23-05-2025
425,Yuvaan,Gandhi,Other,12,Married,Doctorate,Admin,HR Manager,Technology,19-04-2009,16,16,488,2,1,93,3,3,4,No,Rarely,₹35809,8,2,5,N/A,7,Yes,29,Kochi,Kerala,India,Frequently,9,1,Yes,Better Pay,No,100,22-09-2019
426,Farhan,Vaidya,M,41,Married,Postgraduate,HR,Finance Analyst,Corporate,27-07-2024,1,0,,1,2,36,1,5,1,Yes,Rarely,₹74584,15,2,0,N/A,20,No,17,Bengaluru,Karnataka,India,Always,19,10,Yes,Better Pay,No,8,19-02-2025
427,Bhamini,Garde,Femle,35,Widowed,Postgraduate,HR,Sales Executive,Technology,"Jul 18, 2021",4,1,345,5,3,13,2,3,4,No,Sometimes,₹71093,20,0,2,30,16,Yes,7,Udaipur,Rajasthan,India,Rarely,5,13,Yes,Better Pay,No,51,23-04-2022
428,Vanya,Deol,Male,58,Marrid,High School,Operations,Operations Executive,Corporate,10-01-2025,0,0,226,2,2,36,1,3,5,Yes,Always,₹54758,4,1,0,2,20,Yes,22,Mumbai,Maharashtra,India,Always,18,ten,Yes,,No,21,13-06-2025
429,Vihaan,Dhawan,Female,49,Marrid,Doctorate,Finance,Marketing Specialist,Corporate,24-04-2016,9,9,472,3,3,75,1,3,2,Yes,Often,₹81439,4,1,0,N/A,13,Yes,7,Kanpur,Uttar Pradesh,India,Rarely,0,ten,No,Better Pay,Yes,150,04-11-2020
430,Seher,Mall,Male,59,Marrid,High School,Marketing,Marketing Specialist,Corporate,"Nov 18, 2019",6,4,,5,3,42,5,0,3,Yes,Often,₹56204,24,2,3,26,10,No,3,Hyderabad,Telangana,India,Frequently,10,8,No,,Yes,25,23-09-2023
431,Urvi,Kumar,Female,52,Divorced,Graduate,Finance,Customer Support Rep,Corporate,"Nov 29, 2016",9,9,401,5,1,87,5,2,2,No,Sometimes,22391,5,0,1,17,6,Yes,13,Udaipur,Rajasthan,India,Always,11,2,Yes,,No,74,06-12-2024
432,Ishita,Bahl,Female,28,Married,Postgraduate,Customer Support,Legal Associate,Technology,01-02-2010,15,12,402,4,5,52,2,3,4,Yes,Rarely,₹26919,5,3,2,26,1,No,6,Hyderabad,Telangana,India,Always,15,ten,Yes,Work-Life Balance,No,96,26-12-2016
433,Aayush,Chokshi,Female,41,Marrid,Postgraduate,Sales,QA Engineer,Technology,"Sep 15, 2012",13,13,,2,1,86,2,2,5,No,Sometimes,18290,22,3,2,N/A,4,Yes,37,Thiruvananthapuram,Kerala,India,Always,15,11,No,Work-Life Balance,No,63,18-07-2014
434,Sara,Samra,Other,19,Single,Doctorate,Supply Chain,Finance Analyst,Corporate,09-10-2022,3,2,,5,4,71,0,2,3,Yes,Always,173387,26,2,2,N/A,5,No,29,Nagpur,Maharashtra,India,Rarely,15,ten,No,Career Growth,No,48,28-05-2025
435,Jayant,Saini,F,32,Divorced,Doctorate,HR,DevOps Engineer,Corporate,"Oct 13, 2010",15,13,495,3,4,73,3,2,4,Yes,Always,₹60034,13,0,2,N/A,19,No,12,Udaipur,Rajasthan,India,Always,16,ten,No,Career Growth,Yes,81,06-07-2019
436,Rania,Devan,F,60,Widowed,High School,Admin,Customer Support Rep,Corporate,"Feb 27, 2025",0,0,,2,4,36,3,4,3,No,Often,₹95177,21,2,3,26,7,Yes,35,Lucknow,Uttar Pradesh,Bhutan,Frequently,1,8,No,Better Pay,No,87,17-06-2025
437,Raghav,Doctor,Female,32,Marrid,Graduate,Information Tech,Business Analyst,Corporate,25-07-2014,11,11,248,1,6,26,3,1,5,Yes,Rarely,₹25653,16,2,2,N/A,0,Yes,37,Mangalore,Karnataka,India,Rarely,19,15,No,,No,5,12-03-2021
438,Vardaniya,Anand,Male,31,Marrid,Doctorate,Marketing,Legal Associate,Corporate,12-02-2021,4,2,475,1,2,41,5,0,4,Yes,Always,₹80043,14,0,3,18,8,Yes,45,Udaipur,Rajasthan,India,Frequently,8,ten,Yes,Work-Life Balance,No,100,27-07-2021
439,Amira,Sachar,Female,34,Widowed,Graduate,Admin,Data Scientist,Field Sales,20-07-2012,13,10,299,2,4,24,4,5,2,No,Sometimes,60173,7,3,1,N/A,5,No,18,New Delhi,Delhi,India,Rarely,19,2,No,,Yes,5,15-07-2019
440,Raunak,Setty,Femle,29,Widowed,Graduate,R&D,UI/UX Designer,Field Sales,06-11-2013,12,12,475,2,1,88,5,1,1,Yes,Always,149359,2,2,0,10,16,No,39,New Delhi,Delhi,India,Frequently,4,3,No,,No,8,27-09-2023
441,Uthkarsh,Gala,Femle,12,Single,Graduate,Supply Chain,Finance Analyst,Technology,08-05-2018,7,7,,5,5,95,2,1,3,Yes,Always,122725,30,1,3,N/A,11,No,41,Noida,Uttar Pradesh,India,Always,16,ten,No,,No,93,08-03-2020
442,Navya,Chokshi,F,27,Divorced,Postgraduate,Admin,HR Manager,Corporate,"Jul 04, 2011",14,11,331,5,6,3,5,5,1,No,Sometimes,₹80448,27,2,2,N/A,17,Yes,5,Coimbatore,Tamil Nadu,India,Rarely,6,ten,No,Work-Life Balance,No,18,24-04-2012
443,Yuvaan,Andra,F,54,Single,High School,Sales,Product Manager,Technology,11-07-2015,10,8,393,1,2,32,5,2,5,No,Always,79695,26,2,0,N/A,12,No,4,Thiruvananthapuram,Kerala,India,Always,9,ten,Yes,,Yes,74,30-06-2019
444,Amani,Sant,Female,37,Divorced,Graduate,Product,DevOps Engineer,Technology,05-04-2014,11,10,320,1,4,65,1,4,2,Yes,Always,179949,17,3,0,N/A,3,No,7,Jaipur,Rajasthan,India,Always,13,13,Yes,Career Growth,No,87,02-03-2019
445,Ishita,Krishnan,F,30,Widowed,Postgraduate,Sales,Business Analyst,Corporate,29-06-2023,2,0,127,5,5,14,0,2,4,No,Rarely,₹30065,0,0,2,N/A,17,No,24,New Delhi,Delhi,India,Rarely,17,ten,No,Work-Life Balance,Yes,91,18-05-2025
446,Azad,Thakkar,Other,41,Married,Graduate,Quality Assurance,Marketing Specialist,Corporate,"Jan 20, 2024",1,1,334,4,6,64,3,3,5,No,Sometimes,₹67954,3,0,2,N/A,11,No,37,Udaipur,Rajasthan,India,Frequently,7,6,Yes,Better Pay,No,45,23-09-2024
447,Kiaan,Banik,F,26,Single,Doctorate,Sales,Product Manager,Field Sales,18-05-2022,3,1,,4,5,88,5,1,2,No,Often,₹25020,3,0,1,3,9,Yes,47,New Delhi,Delhi,India,Always,16,ten,Yes,Career Growth,No,46,13-04-2025
448,Gokul,Konda,Femle,42,Married,Doctorate,Information Tech,Legal Associate,Technology,01-03-2019,6,5,,1,3,20,4,0,4,No,Always,65663,2,3,0,1,16,No,30,Pune,Maharashtra,India,Always,4,6,Yes,Better Pay,Yes,36,06-03-2022
449,Uthkarsh,Dora,Female,29,Married,Graduate,Operations,Business Analyst,Field Sales,"May 12, 2014",11,9,,4,3,79,2,3,2,Yes,Rarely,144423,13,0,5,N/A,7,No,1,Siliguri,West Bengal,India,Frequently,12,ten,Yes,Better Pay,Yes,60,25-06-2019
450,Lagan,Baria,Femle,45,Widowed,Graduate,Admin,Sales Executive,Field Sales,13-09-2011,14,11,163,1,3,69,0,3,4,Yes,Rarely,₹43201,6,0,0,0,1,Yes,33,Mysuru,Karnataka,India,Frequently,11,3,No,Work-Life Balance,Yes,97,16-01-2013
451,Krish,Bali,Male,55,Divorced,Postgraduate,Admin,Marketing Specialist,Corporate,01-02-2024,1,1,99,1,6,14,0,2,2,No,Never,128108,23,2,1,19,18,Yes,16,Lucknow,Uttar Pradesh,India,Always,9,6,Yes,Career Growth,No,4,25-07-2025
452,Piya,Thaman,F,42,Divorced,Graduate,R&D,Sales Executive,Field Sales,"Mar 30, 2023",2,0,9,5,6,54,1,1,2,No,Never,52481,19,3,0,29,6,Yes,10,New Delhi,Delhi,Bangladesh,Rarely,6,ten,Yes,Better Pay,No,94,01-07-2023
453,Umang,Virk,Male,39,Divorced,Postgraduate,Finance,Sales Executive,Field Sales,14-08-2016,9,9,419,4,1,57,5,1,3,No,Always,₹93755,20,2,3,N/A,11,No,49,Mysuru,Karnataka,India,Frequently,19,11,Yes,,No,24,13-12-2016
454,Jivin,Bhat,Femle,47,Widowed,High School,I.T,R&D Scientist,Corporate,"May 15, 2020",5,3,,3,3,17,5,0,3,Yes,Sometimes,₹58909,12,3,3,N/A,13,No,28,Coimbatore,Tamil Nadu,India,Frequently,15,12,No,Better Pay,No,76,29-09-2020
455,Kiaan,Chandran,Femle,36,Married,High School,Design,Analyst,Corporate,"Apr 20, 2017",8,8,,2,5,30,4,4,3,Yes,Rarely,186486,19,3,0,13,12,Yes,38,New Delhi,Delhi,India,Always,8,11,Yes,Career Growth,Yes,36,19-03-2019
456,Himmat,Sahni,Other,37,Marrid,High School,Operations,Data Scientist,Corporate,07-11-2022,3,1,491,4,6,20,3,0,1,No,Never,₹59685,12,0,1,N/A,16,Yes,33,Jaipur,Rajasthan,India,Frequently,8,ten,Yes,,No,63,03-05-2024
457,Zain,Arya,Femle,26,Marrid,High School,Sales,Operations Executive,Field Sales,"Feb 15, 2014",11,10,170,4,2,28,3,4,5,Yes,Rarely,43016,4,2,3,N/A,20,No,35,Kolkata,West Bengal,India,Frequently,7,ten,No,Work-Life Balance,No,81,08-07-2022
458,Damini,Solanki,Other,28,Divorced,High School,I.T,QA Engineer,Field Sales,30-09-2021,4,2,,3,2,22,5,4,5,No,Often,₹98667,6,1,3,N/A,13,Yes,43,Mumbai,Maharashtra,India,Always,0,12,No,Work-Life Balance,Yes,43,20-01-2025
459,Kiaan,Wagle,Male,50,Marrid,Postgraduate,IT,Marketing Specialist,Field Sales,28-03-2009,16,14,,4,3,55,3,0,4,Yes,Sometimes,₹60406,9,3,3,N/A,9,No,3,Kochi,Kerala,India,Rarely,16,12,Yes,Work-Life Balance,No,92,16-06-2020
460,Shamik,Khalsa,Male,41,Married,Doctorate,Customer Support,Data Scientist,Field Sales,"Jan 30, 2012",13,13,417,1,2,28,4,3,3,Yes,Rarely,₹91159,16,3,2,N/A,19,Yes,30,Lucknow,Uttar Pradesh,India,Rarely,15,ten,Yes,Career Growth,No,84,26-10-2017
461,Shlok,Chad,F,49,Widowed,Doctorate,Design,DevOps Engineer,Technology,07-02-2020,5,4,367,1,1,52,5,4,3,Yes,Often,₹53740,9,2,3,16,7,Yes,16,New Delhi,Delhi,India,Frequently,15,ten,Yes,,Yes,67,29-10-2024
462,Bhamini,Mall,Other,23,Single,Postgraduate,Legal,Legal Associate,Field Sales,"Aug 27, 2018",7,7,,3,6,28,5,3,4,No,Rarely,₹61272,13,1,1,30,12,No,30,Udaipur,Rajasthan,India,Frequently,13,5,Yes,Career Growth,No,5,08-11-2018
463,Lavanya,Dhar,Male,49,Widowed,High School,Sales,Analyst,Corporate,24-01-2013,12,10,509,3,5,70,1,0,4,No,Sometimes,₹58078,3,3,1,5,13,Yes,28,Bengaluru,Karnataka,India,Rarely,17,ten,No,Work-Life Balance,Yes,38,29-07-2020
464,Divit,Dewan,F,41,Single,High School,Sales,Product Manager,Corporate,23-11-2022,3,3,224,2,5,73,2,3,4,Yes,Rarely,31526,26,3,1,N/A,4,Yes,28,Mysuru,Karnataka,India,Rarely,5,ten,Yes,Career Growth,Yes,4,10-07-2023
465,Vedika,Char,M,51,Divorced,Postgraduate,Operations,Sales Executive,Field Sales,14-03-2018,7,4,116,2,2,38,5,3,1,Yes,Rarely,₹45970,5,0,2,26,19,No,39,Kochi,Kerala,India,Rarely,20,7,No,Work-Life Balance,Yes,95,10-04-2019
466,Baiju,Rama,Male,58,Divorced,High School,Legal,Business Analyst,Corporate,"Sep 15, 2023",2,2,248,2,5,30,2,0,2,Yes,Rarely,₹61242,18,3,0,6,3,Yes,38,Thiruvananthapuram,Kerala,India,Rarely,7,ten,No,Career Growth,Yes,82,25-09-2023
467,Navya,Savant,Male,59,Marrid,Graduate,Admin,Operations Executive,Technology,26-07-2016,9,7,,5,6,32,2,2,3,Yes,Often,₹69090,13,1,0,21,5,No,18,Bengaluru,Karnataka,India,Rarely,14,14,Yes,Better Pay,Yes,17,11-11-2020
468,Samaira,Mangat,Female,43,Married,Graduate,Information Tech,HR Manager,Field Sales,22-03-2022,3,3,,1,4,34,3,5,5,No,Often,₹90437,27,1,1,N/A,6,No,31,Nagpur,Maharashtra,India,Frequently,8,ten,Yes,Career Growth,No,1,04-04-2025
469,Nitara,Shenoy,Other,43,Single,High School,Design,Analyst,Corporate,20-03-2013,12,12,,3,5,90,1,3,3,Yes,Never,189186,29,0,1,N/A,15,Yes,32,New Delhi,Delhi,India,Frequently,15,ten,No,Career Growth,No,72,28-05-2020
470,Dharmajan,Dhawan,Female,18,Divorced,Postgraduate,Operations,UI/UX Designer,Corporate,09-09-2013,12,11,,1,5,41,4,4,3,No,Often,₹21499,28,0,0,25,7,Yes,31,Mumbai,Maharashtra,India,Rarely,14,6,Yes,,Yes,15,09-10-2020
471,Hrishita,Saxena,Femle,53,Widowed,Postgraduate,Finance,Project Manager,Technology,18-05-2010,15,13,,2,6,15,5,4,3,Yes,Always,₹21295,29,2,5,N/A,5,No,21,New Delhi,Delhi,India,Always,7,ten,No,Career Growth,Yes,91,27-01-2022
472,Adira,Shere,F,53,Widowed,Postgraduate,Admin,Legal Associate,Field Sales,"Feb 01, 2020",5,3,534,2,2,61,0,4,1,No,Never,₹96641,18,3,5,10,9,No,27,New Delhi,Delhi,India,Always,12,9,Yes,,Yes,68,21-04-2025
473,Damini,Yadav,Male,46,Married,Postgraduate,IT,Software Engineer,Corporate,07-12-2011,14,13,305,1,3,4,2,0,4,No,Sometimes,₹20264,18,1,1,24,15,Yes,18,Ahmedabad,Gujarat,India,Always,2,15,Yes,,Yes,91,09-10-2018
474,Rati,Soni,Femle,38,Married,High School,Product,Software Engineer,Field Sales,02-06-2012,13,13,479,1,2,5,5,1,2,Yes,Rarely,44996,9,1,0,2,18,Yes,11,Hyderabad,Telangana,India,Rarely,11,ten,Yes,Career Growth,No,78,06-03-2023
475,Amira,Rattan,Femle,22,Married,Graduate,HR,Software Engineer,Corporate,08-12-2015,10,7,373,4,2,27,1,5,2,No,Rarely,23637,2,1,2,N/A,7,Yes,39,Nagpur,Maharashtra,India,Rarely,3,ten,Yes,Work-Life Balance,No,66,02-08-2017
476,Zeeshan,Dugar,Female,31,Married,Doctorate,R&D,Finance Analyst,Technology,"Jul 01, 2010",15,15,,5,3,24,5,4,4,No,Sometimes,₹48575,30,3,0,N/A,6,No,12,Coimbatore,Tamil Nadu,India,Always,0,10,No,Better Pay,No,49,14-07-2025
477,Nishith,Borah,M,25,Marrid,Doctorate,Information Tech,Content Writer,Field Sales,02-09-2015,10,10,,3,3,17,4,5,3,No,Often,73885,10,0,5,N/A,17,Yes,40,Lucknow,Uttar Pradesh,India,Always,20,14,No,Work-Life Balance,Yes,25,02-02-2021
478,Nayantara,Khosla,Male,50,Single,High School,Marketing,Customer Support Rep,Technology,"Jul 17, 2009",16,13,195,1,4,47,4,5,4,No,Never,₹50967,2,1,0,1,13,Yes,26,Udaipur,Rajasthan,Nepal,Frequently,17,3,No,Work-Life Balance,Yes,18,23-04-2021
479,Kiara,Warrior,Other,19,Divorced,Doctorate,HR,Finance Analyst,Technology,18-11-2011,14,11,,1,6,70,3,3,5,No,Always,48943,2,1,5,N/A,3,No,29,Jaipur,Rajasthan,India,Frequently,13,3,Yes,Work-Life Balance,No,55,19-06-2022
480,Indrans,Badal,Femle,41,Single,Doctorate,Operations,QA Engineer,Technology,04-07-2012,13,10,,4,6,35,4,2,2,No,Always,86943,10,3,0,N/A,16,No,1,Thiruvananthapuram,Kerala,India,Rarely,18,ten,No,,No,81,20-03-2021
481,Bhavin,Mangal,Male,47,Marrid,Graduate,Product,UI/UX Designer,Field Sales,25-11-2014,11,11,,1,4,13,1,4,3,No,Often,₹47623,2,2,3,24,10,Yes,44,Kochi,Kerala,India,Always,0,ten,No,Better Pay,No,23,12-08-2016
482,Farhan,Ratti,Other,28,Single,Postgraduate,HR,Analyst,Field Sales,19-10-2010,15,15,294,5,2,16,4,4,3,No,Never,61899,2,2,5,10,20,Yes,9,Nagpur,Maharashtra,India,Rarely,4,2,No,Work-Life Balance,No,79,22-07-2011
483,Kanav,Ahluwalia,F,56,Marrid,Doctorate,R&D,Software Engineer,Field Sales,"Feb 16, 2016",9,8,383,4,3,96,1,0,5,Yes,Sometimes,₹50708,3,0,3,26,4,Yes,47,Hyderabad,Telangana,India,Always,14,9,Yes,Better Pay,Yes,-5,26-04-2017
484,Kanav,Karnik,Other,48,Single,Postgraduate,Sales,Content Writer,Corporate,13-05-2016,9,6,124,1,5,64,4,1,3,No,Sometimes,₹26868,19,0,1,N/A,14,Yes,16,Coimbatore,Tamil Nadu,India,Always,13,2,No,Work-Life Balance,No,1,06-01-2020
485,Amira,Tailor,Male,21,Marrid,Postgraduate,Finance,QA Engineer,Technology,01-04-2016,9,7,52,3,6,22,1,0,4,No,Often,69542,29,1,2,13,18,Yes,39,Coimbatore,Tamil Nadu,India,Rarely,1,12,Yes,,Yes,82,05-05-2022
486,Neysa,Ganguly,F,46,Single,Doctorate,Quality Assurance,HR Manager,Corporate,"Oct 28, 2017",8,7,530,4,6,98,5,1,3,No,Rarely,₹68176,11,3,1,N/A,3,No,33,Hyderabad,Telangana,India,Always,19,ten,No,Better Pay,Yes,60,08-11-2021
