EmployeeID,FirstName,LastName,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,BusinessUnit,HireDate,YearsAtCompany,YearsInCurrentRole,ManagerID,ManagerSatisfaction,PerformanceRating,TrainingHoursLastYear,Certifications,WorkLifeBalance,JobSatisfaction,Overtime,RemoteWorkFrequency,MonthlyIncome,BonusPercentage,StockOptionLevel,PromotionLast3Years,LeavesTaken,AbsenteeismDays,HealthInsurance,CommuteDistance,City,State,Country,TravelFrequency,ProjectsHandled,TeamSize,Attrition,ExitReason,RehireEligibility,EngagementScore,LastPerformanceReview,YearsAtCompany_bin,YearsInCurrentRole_bin,TrainingHoursLastYear_bin,PromotionLast3Years_bin,_target_numeric
378,Ira,Sura,female,59,married,postgraduate,quality assurance,devops engineer,field sales,18-11-2020,5,2,,5,4,1.0,2,4,4,yes,never,38634,15,0,3,19.0,5,no,31,udaipur,rajasthan,india,always,3,4,yes,better pay,yes,39,26-01-2023,3-5,1-3,0-1,1-3,1
379,Yuvraj,Deshmukh,female,30,marrid,graduate,i.t,customer support rep,technology,06-05-2010,15,13,,2,4,35.0,2,3,4,no,often,114505,9,3,2,,20,yes,26,kochi,kerala,india,always,19,ten,yes,better pay,no,92,03-09-2013,10+,10+,10+,1-3,1
380,Neysa,Golla,femle,28,marrid,high school,admin,hr manager,corporate,"Apr 02, 2021",4,4,,3,3,0.5499999999999998,4,3,3,no,never,33022,7,1,3,,0,no,21,siliguri,west bengal,india,always,5,ten,yes,career growth,no,48,29-10-2022,3-5,3-5,0-1,1-3,1
381,Indrajit,Ramakrishnan,male,32,married,postgraduate,sales,product manager,field sales,05-03-2018,7,6,,1,5,0.5499999999999998,5,5,4,no,often,56717,30,0,0,,8,no,36,lucknow,uttar pradesh,pakistan,rarely,11,ten,no,work-life balance,yes,65,23-03-2025,5-10,5-10,0-1,0-1,0
382,Jayan,Gopal,other,59,divorced,high school,it,analyst,technology,09-05-2016,9,8,231.0,4,3,79.0,4,1,1,yes,never,48710,15,0,5,,2,no,32,siliguri,west bengal,india,frequently,1,ten,no,,no,84,05-12-2017,5-10,5-10,10+,3-5,0
383,Suhana,Kari,other,36,divorced,high school,customer support,customer support rep,corporate,"Mar 05, 2012",13,10,,4,6,12.0,4,5,3,yes,never,44004,15,2,1,,5,yes,44,udaipur,rajasthan,india,always,11,8,no,work-life balance,no,63,26-06-2020,10+,5-10,10+,0-1,0
384,Navya,Baral,male,33,marrid,graduate,design,sales executive,technology,15-05-2023,2,2,5.0,1,1,70.0,2,5,4,yes,always,21935,17,0,2,,7,no,33,new delhi,delhi,india,frequently,5,ten,no,better pay,yes,86,14-11-2024,1-3,1-3,10+,1-3,0
385,Ivan,Sarkar,other,48,single,graduate,quality assurance,finance analyst,technology,"Feb 05, 2013",12,10,,3,4,48.0,4,0,2,no,often,78497,30,2,3,3.0,11,no,33,chennai,tamil nadu,india,always,14,2,yes,work-life balance,no,71,21-10-2022,10+,5-10,10+,1-3,1
386,Jayant,Wable,f,34,single,graduate,r&d,operations executive,technology,09-08-2023,2,2,,5,6,63.0,5,4,3,yes,rarely,58432,29,2,5,30.0,3,no,39,kanpur,uttar pradesh,india,frequently,14,ten,no,work-life balance,no,74,22-02-2024,1-3,1-3,10+,3-5,0
387,Hiran,Shere,m,30,single,doctorate,product,software engineer,corporate,10-02-2011,14,11,,1,4,1.0,2,5,5,yes,always,20110,25,0,1,,14,yes,35,surat,gujarat,india,rarely,5,13,no,better pay,yes,9,27-09-2017,10+,10+,0-1,0-1,0
388,Ira,Dass,f,22,marrid,postgraduate,product,business analyst,corporate,15-09-2024,1,0,,1,6,10.0,3,3,4,no,often,163721,25,1,1,2.0,12,no,40,lucknow,uttar pradesh,india,rarely,4,9,no,,yes,49,09-03-2025,0-1,0-1,5-10,0-1,0
389,Advika,Kibe,f,58,single,graduate,i.t,marketing specialist,field sales,"Dec 24, 2017",8,6,,1,4,17.0,2,5,4,no,sometimes,138513,1,2,3,7.0,16,yes,46,hyderabad,telangana,india,rarely,18,6,yes,,no,36,14-10-2018,5-10,5-10,10+,1-3,1
390,Riya,Iyer,female,52,single,graduate,supply chain,r&d scientist,field sales,07-01-2023,2,1,397.0,3,3,33.0,4,4,2,no,always,103652,2,1,1,,7,yes,24,chennai,tamil nadu,india,rarely,12,11,yes,work-life balance,yes,54,21-07-2025,1-3,0-1,10+,0-1,1
391,Lagan,Anne,femle,60,marrid,high school,r&d,r&d scientist,technology,"Nov 22, 2011",14,12,,2,2,67.0,0,5,1,no,never,97077,28,0,2,8.0,5,no,40,thiruvananthapuram,kerala,india,always,0,15,yes,,yes,54,04-10-2021,10+,10+,10+,1-3,1
392,Divyansh,Chatterjee,other,23,widowed,graduate,supply chain,content writer,technology,"Jun 06, 2009",16,14,,1,3,12.0,1,2,4,yes,sometimes,74367,9,3,2,7.0,10,yes,41,thiruvananthapuram,kerala,india,frequently,13,ten,no,work-life balance,yes,42,02-02-2011,10+,10+,10+,1-3,0
393,Jiya,Barman,femle,44,single,graduate,i.t,hr manager,technology,"Dec 25, 2010",15,15,450.0,2,3,51.0,5,0,4,no,often,53329,10,1,1,,18,no,23,hyderabad,telangana,india,rarely,5,13,no,better pay,yes,22,25-12-2024,10+,10+,10+,0-1,0
394,Amira,Mann,femle,23,single,graduate,finance,business analyst,technology,07-01-2010,15,13,,1,2,88.0,3,0,4,no,often,22401,14,2,5,17.0,8,yes,12,coimbatore,tamil nadu,india,rarely,15,ten,no,,no,20,30-12-2018,10+,10+,10+,3-5,0
395,Abram,Sharaf,m,55,single,high school,hr,operations executive,corporate,26-06-2015,10,7,,4,6,56.0,5,5,2,yes,rarely,61360,2,1,3,11.0,18,yes,23,mysuru,karnataka,india,frequently,3,ten,yes,work-life balance,yes,61,09-04-2025,5-10,5-10,10+,1-3,1
396,Riaan,Ram,female,22,divorced,postgraduate,legal,marketing specialist,technology,03-05-2012,13,10,,5,5,39.0,5,4,2,yes,rarely,59924,18,0,2,28.0,0,no,35,mysuru,karnataka,india,frequently,2,ten,yes,career growth,yes,95,30-06-2017,10+,5-10,10+,1-3,1
397,Ela,Bhardwaj,other,37,divorced,graduate,supply chain,qa engineer,field sales,16-08-2016,9,7,113.0,3,6,90.0,3,1,2,yes,never,168879,6,0,1,25.0,6,no,2,kanpur,uttar pradesh,india,always,13,ten,no,better pay,no,72,14-03-2020,5-10,5-10,10+,0-1,0
398,Advik,Deo,f,57,marrid,doctorate,information tech,sales executive,field sales,16-02-2011,14,14,155.0,1,3,21.0,1,3,3,yes,sometimes,83136,27,3,0,,5,no,37,udaipur,rajasthan,india,rarely,7,13,no,career growth,no,32,04-04-2016,10+,10+,10+,0-1,0
399,Mamooty,Dara,female,53,married,doctorate,information tech,content writer,technology,10-11-2017,8,6,254.0,5,2,73.0,0,0,4,no,sometimes,15784,9,3,2,,11,yes,27,kolkata,west bengal,india,always,16,ten,yes,better pay,no,93,05-10-2020,5-10,5-10,10+,1-3,1
400,Saira,Venkatesh,f,56,marrid,doctorate,product,devops engineer,corporate,10-01-2015,10,10,89.0,1,3,21.0,4,0,5,no,often,146868,13,0,5,18.0,14,yes,11,mysuru,karnataka,india,frequently,19,ten,yes,work-life balance,yes,76,18-01-2022,5-10,5-10,10+,3-5,1
401,Charvi,Buch,male,36,marrid,high school,hr,sales executive,technology,07-01-2020,5,2,415.0,5,1,2.0,5,3,5,no,rarely,57072,16,3,3,5.0,7,no,25,kolkata,west bengal,india,rarely,7,15,no,career growth,no,85,08-06-2022,3-5,1-3,1-3,1-3,0
402,Lagan,Bose,female,21,marrid,postgraduate,i.t,legal associate,corporate,18-05-2025,0,0,268.0,4,4,25.0,3,2,3,yes,sometimes,131852,1,3,2,,0,no,45,bengaluru,karnataka,india,rarely,9,ten,no,,no,66,07-06-2025,0-1,0-1,10+,1-3,0
403,Manikya,Dara,femle,12,married,high school,supply chain,data scientist,technology,16-08-2019,6,6,419.0,4,1,49.0,1,0,3,no,often,162131,3,1,3,29.0,18,no,49,surat,gujarat,india,always,10,14,yes,,no,16,05-12-2019,5-10,5-10,10+,1-3,1
404,Hazel,Kari,m,43,widowed,doctorate,admin,devops engineer,corporate,02-02-2019,6,6,,4,3,7.0,4,1,2,no,often,55574,23,1,3,3.0,8,yes,26,thiruvananthapuram,kerala,india,always,8,ten,no,better pay,no,11,04-08-2022,5-10,5-10,5-10,1-3,0
405,Madhup,Chawla,m,38,married,postgraduate,r&d,content writer,technology,"Oct 31, 2019",6,3,,1,6,83.0,0,2,1,no,never,70899,6,2,2,,15,yes,7,jaipur,rajasthan,india,frequently,6,ten,no,career growth,yes,23,12-12-2022,5-10,1-3,10+,1-3,0
406,Saira,Karnik,f,23,single,postgraduate,operations,legal associate,corporate,18-11-2023,2,0,27.0,4,6,99.0,2,0,4,no,sometimes,83188,29,1,2,29.0,12,yes,13,hyderabad,telangana,india,always,15,1,no,better pay,no,55,17-12-2023,1-3,0-1,10+,1-3,0
407,Umang,Tank,m,21,married,doctorate,supply chain,customer support rep,field sales,14-03-2014,11,9,537.0,4,3,59.0,4,4,5,yes,sometimes,34087,6,0,2,,13,no,45,kanpur,uttar pradesh,india,rarely,4,ten,yes,,no,46,21-11-2018,10+,5-10,10+,1-3,1
408,Mohanlal,Kadakia,other,58,married,postgraduate,operations,project manager,corporate,14-07-2016,9,7,326.0,3,4,34.0,4,5,1,no,rarely,79660,22,3,5,18.0,18,yes,31,hyderabad,telangana,india,rarely,11,1,yes,career growth,no,17,04-04-2018,5-10,5-10,10+,3-5,1
409,Miraan,Devan,male,33,widowed,postgraduate,operations,project manager,technology,"Jun 24, 2021",4,2,296.0,4,4,68.0,1,0,4,yes,often,91844,17,3,3,,10,no,38,new delhi,delhi,sri lanka,always,16,1,no,better pay,yes,35,07-01-2022,3-5,1-3,10+,1-3,0
410,Jhanvi,Choudhry,female,31,single,graduate,quality assurance,sales executive,technology,"Oct 26, 2010",15,13,,3,6,67.0,3,0,3,yes,often,30980,21,2,1,,13,no,39,kolkata,west bengal,india,frequently,15,ten,yes,better pay,no,76,16-09-2023,10+,10+,10+,0-1,1
411,Raunak,Bhatia,female,52,married,doctorate,operations,business analyst,technology,10-12-2017,8,5,251.0,3,5,9.0,1,3,2,yes,never,110485,0,0,2,,6,no,46,new delhi,delhi,india,rarely,2,ten,yes,better pay,no,71,16-07-2024,5-10,3-5,5-10,1-3,1
412,Ojas,Kale,femle,60,marrid,postgraduate,sales,marketing specialist,technology,"Jun 24, 2013",12,9,356.0,5,4,64.0,3,2,4,no,never,54307,1,3,1,13.0,9,no,24,lucknow,uttar pradesh,india,frequently,18,ten,no,better pay,yes,82,13-08-2022,10+,5-10,10+,0-1,0
413,Hansh,Bala,other,20,widowed,postgraduate,information tech,qa engineer,technology,07-11-2017,8,5,358.0,2,3,38.0,2,1,2,no,often,45516,25,0,3,,6,yes,3,hyderabad,telangana,india,frequently,19,ten,yes,,yes,70,05-03-2020,5-10,3-5,10+,1-3,1
414,Chirag,Butala,other,25,widowed,high school,product,business analyst,corporate,03-11-2023,2,0,232.0,4,5,22.0,3,2,1,yes,rarely,45625,30,0,5,26.0,5,yes,4,coimbatore,tamil nadu,india,rarely,12,13,no,,yes,23,15-10-2024,1-3,0-1,10+,3-5,0
415,Kaira,Arya,f,47,married,doctorate,i.t,marketing specialist,field sales,"Feb 02, 2013",12,10,,2,2,65.0,5,1,1,yes,always,53428,7,3,2,22.0,4,yes,4,hyderabad,telangana,india,frequently,7,12,yes,career growth,no,64,15-07-2014,10+,5-10,10+,1-3,1
416,Saksham,Agate,female,27,marrid,graduate,i.t,operations executive,corporate,25-10-2010,15,15,,2,6,91.0,1,0,4,yes,never,70091,26,1,5,9.0,11,yes,43,surat,gujarat,india,rarely,18,ten,yes,better pay,no,34,12-03-2012,10+,10+,10+,3-5,1
417,Rania,Shankar,female,49,widowed,high school,quality assurance,software engineer,technology,28-09-2014,11,11,47.0,2,1,16.0,0,1,2,no,often,36177,4,0,2,,2,yes,4,ahmedabad,gujarat,india,always,18,ten,yes,work-life balance,yes,93,04-10-2015,10+,10+,10+,1-3,1
418,Mahika,Sangha,m,28,divorced,doctorate,marketing,qa engineer,corporate,11-04-2018,7,5,404.0,1,6,73.0,3,0,2,yes,always,42139,3,2,5,2.0,1,yes,23,new delhi,delhi,india,frequently,18,ten,no,career growth,no,43,01-07-2024,5-10,3-5,10+,3-5,0
419,Shanaya,Bhat,male,75,married,graduate,design,project manager,corporate,19-06-2014,11,11,,3,6,50.0,5,2,3,no,often,103324,7,0,3,24.0,14,no,32,coimbatore,tamil nadu,india,rarely,12,ten,yes,,no,92,14-12-2024,10+,10+,10+,1-3,1
420,Zaina,Chauhan,other,31,single,postgraduate,hr,sales executive,corporate,21-09-2011,14,11,189.0,4,2,4.0,4,3,4,yes,sometimes,90564,25,3,0,,7,yes,35,siliguri,west bengal,india,frequently,10,ten,yes,better pay,no,26,29-04-2025,10+,10+,3-5,0-1,1
421,Chirag,Shah,other,52,single,postgraduate,i.t,product manager,technology,08-06-2015,10,8,,5,5,54.0,0,1,5,no,sometimes,43136,27,2,3,,16,no,28,mysuru,karnataka,india,frequently,0,7,no,better pay,yes,71,30-10-2020,5-10,5-10,10+,1-3,0
422,Drishya,Bhat,female,25,marrid,graduate,product,sales executive,technology,"Jan 14, 2021",4,3,,1,6,99.0,5,4,1,yes,sometimes,68950,5,1,1,,0,yes,14,noida,uttar pradesh,india,always,3,ten,no,career growth,yes,34,26-03-2021,3-5,1-3,10+,0-1,0
423,Uthkarsh,Sundaram,femle,31,single,high school,finance,data scientist,field sales,"May 02, 2013",12,11,,2,3,71.0,2,0,5,yes,sometimes,91901,21,0,0,,11,yes,8,nagpur,maharashtra,india,rarely,11,ten,no,career growth,yes,50,23-06-2020,10+,10+,10+,0-1,0
424,Yuvraj,Gulati,f,31,single,graduate,i.t,sales executive,field sales,19-09-2020,5,2,179.0,2,1,31.0,0,0,4,yes,sometimes,70665,3,1,1,,6,no,9,thiruvananthapuram,kerala,india,frequently,5,2,no,work-life balance,yes,10,23-05-2025,3-5,1-3,10+,0-1,0
425,Yuvaan,Gandhi,other,12,married,doctorate,admin,hr manager,technology,19-04-2009,16,16,488.0,2,1,93.0,3,3,4,no,rarely,35809,8,2,5,,7,yes,29,kochi,kerala,india,frequently,9,1,yes,better pay,no,100,22-09-2019,10+,10+,10+,3-5,1
426,Farhan,Vaidya,m,41,married,postgraduate,hr,finance analyst,corporate,27-07-2024,1,0,,1,2,36.0,1,5,1,yes,rarely,74584,15,2,0,,20,no,17,bengaluru,karnataka,india,always,19,10,yes,better pay,no,8,19-02-2025,0-1,0-1,10+,0-1,1
427,Bhamini,Garde,femle,35,widowed,postgraduate,hr,sales executive,technology,"Jul 18, 2021",4,1,345.0,5,3,13.0,2,3,4,no,sometimes,71093,20,0,2,30.0,16,yes,7,udaipur,rajasthan,india,rarely,5,13,yes,better pay,no,51,23-04-2022,3-5,0-1,10+,1-3,1
428,Vanya,Deol,male,58,marrid,high school,operations,operations executive,corporate,10-01-2025,0,0,226.0,2,2,36.0,1,3,5,yes,always,54758,4,1,0,2.0,20,yes,22,mumbai,maharashtra,india,always,18,ten,yes,,no,21,13-06-2025,0-1,0-1,10+,0-1,1
429,Vihaan,Dhawan,female,49,marrid,doctorate,finance,marketing specialist,corporate,24-04-2016,9,9,472.0,3,3,75.0,1,3,2,yes,often,81439,4,1,0,,13,yes,7,kanpur,uttar pradesh,india,rarely,0,ten,no,better pay,yes,150,04-11-2020,5-10,5-10,10+,0-1,0
430,Seher,Mall,male,59,marrid,high school,marketing,marketing specialist,corporate,"Nov 18, 2019",6,4,,5,3,42.0,5,0,3,yes,often,56204,24,2,3,26.0,10,no,3,hyderabad,telangana,india,frequently,10,8,no,,yes,25,23-09-2023,5-10,3-5,10+,1-3,0
431,Urvi,Kumar,female,52,divorced,graduate,finance,customer support rep,corporate,"Nov 29, 2016",9,9,401.0,5,1,87.0,5,2,2,no,sometimes,22391,5,0,1,17.0,6,yes,13,udaipur,rajasthan,india,always,11,2,yes,,no,74,06-12-2024,5-10,5-10,10+,0-1,1
432,Ishita,Bahl,female,28,married,postgraduate,customer support,legal associate,technology,01-02-2010,15,12,402.0,4,5,52.0,2,3,4,yes,rarely,26919,5,3,2,26.0,1,no,6,hyderabad,telangana,india,always,15,ten,yes,work-life balance,no,96,26-12-2016,10+,10+,10+,1-3,1
433,Aayush,Chokshi,female,41,marrid,postgraduate,sales,qa engineer,technology,"Sep 15, 2012",13,13,,2,1,86.0,2,2,5,no,sometimes,18290,22,3,2,,4,yes,37,thiruvananthapuram,kerala,india,always,15,11,no,work-life balance,no,63,18-07-2014,10+,10+,10+,1-3,0
434,Sara,Samra,other,19,single,doctorate,supply chain,finance analyst,corporate,09-10-2022,3,2,,5,4,71.0,0,2,3,yes,always,173387,26,2,2,,5,no,29,nagpur,maharashtra,india,rarely,15,ten,no,career growth,no,48,28-05-2025,1-3,1-3,10+,1-3,0
435,Jayant,Saini,f,32,divorced,doctorate,hr,devops engineer,corporate,"Oct 13, 2010",15,13,495.0,3,4,73.0,3,2,4,yes,always,60034,13,0,2,,19,no,12,udaipur,rajasthan,india,always,16,ten,no,career growth,yes,81,06-07-2019,10+,10+,10+,1-3,0
436,Rania,Devan,f,60,widowed,high school,admin,customer support rep,corporate,"Feb 27, 2025",0,0,,2,4,36.0,3,4,3,no,often,95177,21,2,3,26.0,7,yes,35,lucknow,uttar pradesh,bhutan,frequently,1,8,no,better pay,no,87,17-06-2025,0-1,0-1,10+,1-3,0
437,Raghav,Doctor,female,32,marrid,graduate,information tech,business analyst,corporate,25-07-2014,11,11,248.0,1,6,26.0,3,1,5,yes,rarely,25653,16,2,2,,0,yes,37,mangalore,karnataka,india,rarely,19,15,no,,no,5,12-03-2021,10+,10+,10+,1-3,0
438,Vardaniya,Anand,male,31,marrid,doctorate,marketing,legal associate,corporate,12-02-2021,4,2,475.0,1,2,41.0,5,0,4,yes,always,80043,14,0,3,18.0,8,yes,45,udaipur,rajasthan,india,frequently,8,ten,yes,work-life balance,no,100,27-07-2021,3-5,1-3,10+,1-3,1
439,Amira,Sachar,female,34,widowed,graduate,admin,data scientist,field sales,20-07-2012,13,10,299.0,2,4,24.0,4,5,2,no,sometimes,60173,7,3,1,,5,no,18,new delhi,delhi,india,rarely,19,2,no,,yes,5,15-07-2019,10+,5-10,10+,0-1,0
440,Raunak,Setty,femle,29,widowed,graduate,r&d,ui/ux designer,field sales,06-11-2013,12,12,475.0,2,1,88.0,5,1,1,yes,always,149359,2,2,0,10.0,16,no,39,new delhi,delhi,india,frequently,4,3,no,,no,8,27-09-2023,10+,10+,10+,0-1,0
441,Uthkarsh,Gala,femle,12,single,graduate,supply chain,finance analyst,technology,08-05-2018,7,7,,5,5,95.0,2,1,3,yes,always,122725,30,1,3,,11,no,41,noida,uttar pradesh,india,always,16,ten,no,,no,93,08-03-2020,5-10,5-10,10+,1-3,0
442,Navya,Chokshi,f,27,divorced,postgraduate,admin,hr manager,corporate,"Jul 04, 2011",14,11,331.0,5,6,3.0,5,5,1,no,sometimes,80448,27,2,2,,17,yes,5,coimbatore,tamil nadu,india,rarely,6,ten,no,work-life balance,no,18,24-04-2012,10+,10+,1-3,1-3,0
443,Yuvaan,Andra,f,54,single,high school,sales,product manager,technology,11-07-2015,10,8,393.0,1,2,32.0,5,2,5,no,always,79695,26,2,0,,12,no,4,thiruvananthapuram,kerala,india,always,9,ten,yes,,yes,74,30-06-2019,5-10,5-10,10+,0-1,1
444,Amani,Sant,female,37,divorced,graduate,product,devops engineer,technology,05-04-2014,11,10,320.0,1,4,65.0,1,4,2,yes,always,179949,17,3,0,,3,no,7,jaipur,rajasthan,india,always,13,13,yes,career growth,no,87,02-03-2019,10+,5-10,10+,0-1,1
445,Ishita,Krishnan,f,30,widowed,postgraduate,sales,business analyst,corporate,29-06-2023,2,0,127.0,5,5,14.0,0,2,4,no,rarely,30065,0,0,2,,17,no,24,new delhi,delhi,india,rarely,17,ten,no,work-life balance,yes,91,18-05-2025,1-3,0-1,10+,1-3,0
446,Azad,Thakkar,other,41,married,graduate,quality assurance,marketing specialist,corporate,"Jan 20, 2024",1,1,334.0,4,6,64.0,3,3,5,no,sometimes,67954,3,0,2,,11,no,37,udaipur,rajasthan,india,frequently,7,6,yes,better pay,no,45,23-09-2024,0-1,0-1,10+,1-3,1
447,Kiaan,Banik,f,26,single,doctorate,sales,product manager,field sales,18-05-2022,3,1,,4,5,88.0,5,1,2,no,often,25020,3,0,1,3.0,9,yes,47,new delhi,delhi,india,always,16,ten,yes,career growth,no,46,13-04-2025,1-3,0-1,10+,0-1,1
448,Gokul,Konda,femle,42,married,doctorate,information tech,legal associate,technology,01-03-2019,6,5,,1,3,20.0,4,0,4,no,always,65663,2,3,0,1.0,16,no,30,pune,maharashtra,india,always,4,6,yes,better pay,yes,36,06-03-2022,5-10,3-5,10+,0-1,1
449,Uthkarsh,Dora,female,29,married,graduate,operations,business analyst,field sales,"May 12, 2014",11,9,,4,3,79.0,2,3,2,yes,rarely,144423,13,0,5,,7,no,1,siliguri,west bengal,india,frequently,12,ten,yes,better pay,yes,60,25-06-2019,10+,5-10,10+,3-5,1
450,Lagan,Baria,femle,45,widowed,graduate,admin,sales executive,field sales,13-09-2011,14,11,163.0,1,3,69.0,0,3,4,yes,rarely,43201,6,0,0,0.0,1,yes,33,mysuru,karnataka,india,frequently,11,3,no,work-life balance,yes,97,16-01-2013,10+,10+,10+,0-1,0
451,Krish,Bali,male,55,divorced,postgraduate,admin,marketing specialist,corporate,01-02-2024,1,1,99.0,1,6,14.0,0,2,2,no,never,128108,23,2,1,19.0,18,yes,16,lucknow,uttar pradesh,india,always,9,6,yes,career growth,no,4,25-07-2025,0-1,0-1,10+,0-1,1
452,Piya,Thaman,f,42,divorced,graduate,r&d,sales executive,field sales,"Mar 30, 2023",2,0,9.0,5,6,54.0,1,1,2,no,never,52481,19,3,0,29.0,6,yes,10,new delhi,delhi,bangladesh,rarely,6,ten,yes,better pay,no,94,01-07-2023,1-3,0-1,10+,0-1,1
453,Umang,Virk,male,39,divorced,postgraduate,finance,sales executive,field sales,14-08-2016,9,9,419.0,4,1,57.0,5,1,3,no,always,93755,20,2,3,,11,no,49,mysuru,karnataka,india,frequently,19,11,yes,,no,24,13-12-2016,5-10,5-10,10+,1-3,1
454,Jivin,Bhat,femle,47,widowed,high school,i.t,r&d scientist,corporate,"May 15, 2020",5,3,,3,3,17.0,5,0,3,yes,sometimes,58909,12,3,3,,13,no,28,coimbatore,tamil nadu,india,frequently,15,12,no,better pay,no,76,29-09-2020,3-5,1-3,10+,1-3,0
455,Kiaan,Chandran,femle,36,married,high school,design,analyst,corporate,"Apr 20, 2017",8,8,,2,5,30.0,4,4,3,yes,rarely,186486,19,3,0,13.0,12,yes,38,new delhi,delhi,india,always,8,11,yes,career growth,yes,36,19-03-2019,5-10,5-10,10+,0-1,1
456,Himmat,Sahni,other,37,marrid,high school,operations,data scientist,corporate,07-11-2022,3,1,491.0,4,6,20.0,3,0,1,no,never,59685,12,0,1,,16,yes,33,jaipur,rajasthan,india,frequently,8,ten,yes,,no,63,03-05-2024,1-3,0-1,10+,0-1,1
457,Zain,Arya,femle,26,marrid,high school,sales,operations executive,field sales,"Feb 15, 2014",11,10,170.0,4,2,28.0,3,4,5,yes,rarely,43016,4,2,3,,20,no,35,kolkata,west bengal,india,frequently,7,ten,no,work-life balance,no,81,08-07-2022,10+,5-10,10+,1-3,0
458,Damini,Solanki,other,28,divorced,high school,i.t,qa engineer,field sales,30-09-2021,4,2,,3,2,22.0,5,4,5,no,often,98667,6,1,3,,13,yes,43,mumbai,maharashtra,india,always,0,12,no,work-life balance,yes,43,20-01-2025,3-5,1-3,10+,1-3,0
459,Kiaan,Wagle,male,50,marrid,postgraduate,it,marketing specialist,field sales,28-03-2009,16,14,,4,3,55.0,3,0,4,yes,sometimes,60406,9,3,3,,9,no,3,kochi,kerala,india,rarely,16,12,yes,work-life balance,no,92,16-06-2020,10+,10+,10+,1-3,1
460,Shamik,Khalsa,male,41,married,doctorate,customer support,data scientist,field sales,"Jan 30, 2012",13,13,417.0,1,2,28.0,4,3,3,yes,rarely,91159,16,3,2,,19,yes,30,lucknow,uttar pradesh,india,rarely,15,ten,yes,career growth,no,84,26-10-2017,10+,10+,10+,1-3,1
461,Shlok,Chad,f,49,widowed,doctorate,design,devops engineer,technology,07-02-2020,5,4,367.0,1,1,52.0,5,4,3,yes,often,53740,9,2,3,16.0,7,yes,16,new delhi,delhi,india,frequently,15,ten,yes,,yes,67,29-10-2024,3-5,3-5,10+,1-3,1
462,Bhamini,Mall,other,23,single,postgraduate,legal,legal associate,field sales,"Aug 27, 2018",7,7,,3,6,28.0,5,3,4,no,rarely,61272,13,1,1,30.0,12,no,30,udaipur,rajasthan,india,frequently,13,5,yes,career growth,no,5,08-11-2018,5-10,5-10,10+,0-1,1
463,Lavanya,Dhar,male,49,widowed,high school,sales,analyst,corporate,24-01-2013,12,10,509.0,3,5,70.0,1,0,4,no,sometimes,58078,3,3,1,5.0,13,yes,28,bengaluru,karnataka,india,rarely,17,ten,no,work-life balance,yes,38,29-07-2020,10+,5-10,10+,0-1,0
464,Divit,Dewan,f,41,single,high school,sales,product manager,corporate,23-11-2022,3,3,224.0,2,5,73.0,2,3,4,yes,rarely,31526,26,3,1,,4,yes,28,mysuru,karnataka,india,rarely,5,ten,yes,career growth,yes,4,10-07-2023,1-3,1-3,10+,0-1,1
465,Vedika,Char,m,51,divorced,postgraduate,operations,sales executive,field sales,14-03-2018,7,4,116.0,2,2,38.0,5,3,1,yes,rarely,45970,5,0,2,26.0,19,no,39,kochi,kerala,india,rarely,20,7,no,work-life balance,yes,95,10-04-2019,5-10,3-5,10+,1-3,0
466,Baiju,Rama,male,58,divorced,high school,legal,business analyst,corporate,"Sep 15, 2023",2,2,248.0,2,5,30.0,2,0,2,yes,rarely,61242,18,3,0,6.0,3,yes,38,thiruvananthapuram,kerala,india,rarely,7,ten,no,career growth,yes,82,25-09-2023,1-3,1-3,10+,0-1,0
467,Navya,Savant,male,59,marrid,graduate,admin,operations executive,technology,26-07-2016,9,7,,5,6,32.0,2,2,3,yes,often,69090,13,1,0,21.0,5,no,18,bengaluru,karnataka,india,rarely,14,14,yes,better pay,yes,17,11-11-2020,5-10,5-10,10+,0-1,1
468,Samaira,Mangat,female,43,married,graduate,information tech,hr manager,field sales,22-03-2022,3,3,,1,4,34.0,3,5,5,no,often,90437,27,1,1,,6,no,31,nagpur,maharashtra,india,frequently,8,ten,yes,career growth,no,1,04-04-2025,1-3,1-3,10+,0-1,1
469,Nitara,Shenoy,other,43,single,high school,design,analyst,corporate,20-03-2013,12,12,,3,5,90.0,1,3,3,yes,never,189186,29,0,1,,15,yes,32,new delhi,delhi,india,frequently,15,ten,no,career growth,no,72,28-05-2020,10+,10+,10+,0-1,0
470,Dharmajan,Dhawan,female,18,divorced,postgraduate,operations,ui/ux designer,corporate,09-09-2013,12,11,,1,5,41.0,4,4,3,no,often,21499,28,0,0,25.0,7,yes,31,mumbai,maharashtra,india,rarely,14,6,yes,,yes,15,09-10-2020,10+,10+,10+,0-1,1
471,Hrishita,Saxena,femle,53,widowed,postgraduate,finance,project manager,technology,18-05-2010,15,13,,2,6,15.0,5,4,3,yes,always,21295,29,2,5,,5,no,21,new delhi,delhi,india,always,7,ten,no,career growth,yes,91,27-01-2022,10+,10+,10+,3-5,0
472,Adira,Shere,f,53,widowed,postgraduate,admin,legal associate,field sales,"Feb 01, 2020",5,3,534.0,2,2,61.0,0,4,1,no,never,96641,18,3,5,10.0,9,no,27,new delhi,delhi,india,always,12,9,yes,,yes,68,21-04-2025,3-5,1-3,10+,3-5,1
